PA_ID,Molecular Weight,Annotation,Processed Annotation,100-7,100-8,100-9,100-10,100-11,100-12,100-13,100-14,100-15,100-16,100-17,100-18,100-19,100-20,100-21,100-22,100-23,100-24,100-25,100-26,100-27,100-28,100-29,100-30,100-31,100-32,100-33,100-34,100-35,100-36,100-37,100-38,200-7,200-8,200-9,200-10,200-11,200-12,200-13,200-14,200-15,200-16,200-17,200-18,200-19,200-20,200-21,200-22,200-23,200-24,200-25,200-26,200-27,200-28,200-29,200-30,200-31,200-32,200-33,200-34,200-35,200-36,200-37,200-38,300-7,300-8,300-9,300-10,300-11,300-12,300-13,300-14,300-15,300-16,300-17,300-18,300-19,300-20,300-21,300-22,300-23,300-24,300-25,300-26,300-27,300-28,300-29,300-30,300-31,300-32,300-33,300-34,300-35,300-36,300-37,300-38,400-7,400-8,400-9,400-10,400-11,400-12,400-13,400-14,400-15,400-16,400-17,400-18,400-19,400-20,400-21,400-22,400-23,400-24,400-25,400-26,400-27,400-28,400-29,400-30,400-31,400-32,400-33,400-34,400-35,400-36,400-37,400-38,500-7,500-8,500-9,500-10,500-11,500-12,500-13,500-14,500-15,500-16,500-17,500-18,500-19,500-20,500-21,500-22,500-23,500-24,500-25,500-26,500-27,500-28,500-29,500-30,500-31,500-32,500-33,500-34,500-35,500-36,500-37,500-38,600-7,600-8,600-9,600-10,600-11,600-12,600-13,600-14,600-15,600-16,600-17,600-18,600-19,600-20,600-21,600-22,600-23,600-24,600-25,600-26,600-27,600-28,600-29,600-30,600-31,600-32,600-33,600-34,600-35,600-36,600-37,600-38,800-7,800-8,800-9,800-10,800-11,800-12,800-13,800-14,800-15,800-16,800-17,800-18,800-19,800-20,800-21,800-22,800-23,800-24,800-25,800-26,800-27,800-28,800-29,800-30,800-31,800-32,800-33,800-34,800-35,800-36,800-37,800-38,1000-7,1000-8,1000-9,1000-10,1000-11,1000-12,1000-13,1000-14,1000-15,1000-16,1000-17,1000-18,1000-19,1000-20,1000-21,1000-22,1000-23,1000-24,1000-25,1000-26,1000-27,1000-28,1000-29,1000-30,1000-31,1000-32,1000-33,1000-34,1000-35,1000-36,1000-37,1000-38
PA0870,43 kDa,ref|NP_249561.1|gi|15596067| aromatic amino acid aminotransferase,aromatic amino acid aminotransferase,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,0,0,0,0,8,30,11,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,0,0,0,0,21,70,52,35,22,18,14,10,8,6,6,7,7,7,6,3,2,2,0,0,0,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PA5174,69 kDa,ref|NP_253861.1|gi|15600367| probable beta-ketoacyl synthase,probable beta-ketoacyl synthase,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,0,0,0,0,80,45,20,11,11,7,5,3,3,4,3,1,4,6,4,3,1,1,0,1,1,,,,,,,0,1,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PA0102,27 kDa,ref|NP_248792.1|gi|15595300| probable carbonic anhydrase,probable carbonic anhydrase,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,0,0,0,0,0,0,0,0,1,4,0,6,0,6,3,4,3,0,1,0,0,0,0,0,0,,,,,,,0,0,0,0,0,0,0,0,0,6,14,16,18,20,19,19,17,10,9,5,2,2,3,1,2,1,,,,,,,0,0,0,0,0,0,0,0,0,1,4,7,7,7,7,7,7,3,2,1,1,1,0,0,0,0,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PA0518,11 kDa,ref|NP_249209.1|gi|15595715| cytochrome c-551 precursor,cytochrome c-551 precursor,,,,0,0,0,0,0,0,0,0,0,0,10,25,26,11,7,6,3,3,3,3,3,2,2,2,2,2,,,,,,,2,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,1,0,0,0,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PA4254,10 kDa,ref|NP_252944.1|gi|15599450| 30S ribosomal protein S17,30S ribosomal protein S17,,,,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,0,1,3,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,,,,,,0,0,0,0,0,0,0,0,0,1,0,0,1,2,2,1,1,1,0,0,1,0,0,1,0,0,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PA1794,63 kDa,ref|NP_250485.1|gi|15596991| glutaminyl-tRNA synthetase,glutaminyl-tRNA synthetase,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,0,0,0,0,0,28,57,31,17,17,13,12,12,13,8,5,8,9,10,7,7,2,3,2,1,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PA1583,64 kDa,ref|NP_250274.1|gi|15596780| succinate dehydrogenase (A subunit),succinate dehydrogenase (A subunit),,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,0,8,4,0,0,0,2,3,6,7,0,7,0,2,1,1,2,0,0,1,0,0,0,0,0,,,,,,,0,0,7,6,1,0,1,5,11,19,25,29,23,21,15,15,14,12,7,4,2,2,1,1,1,1,,,,,,,0,0,13,2,1,0,0,1,3,4,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PA3308,107 kDa,ref|NP_251998.1|gi|15598504| RNA helicase HepA,RNA helicase HepA,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,0,0,0,0,15,60,68,60,50,41,27,19,8,6,4,3,2,1,1,1,1,0,0,0,0,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PA4568,12 kDa,ref|NP_253258.1|gi|15599764| 50S ribosomal protein L21,50S ribosomal protein L21,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,0,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,0,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,0,10,10,2,3,1,1,1,3,1,1,0,0,0,1,1,1,1,1,1,1,0,0,0,0,,,,,,,0,0,6,5,1,2,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,,,,,,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PA0309,27 kDa,ref|NP_249000.1|gi|15595506| hypothetical protein,hypothetical protein,,,,0,0,0,0,0,0,0,0,1,0,1,3,12,8,7,3,4,4,4,5,2,2,1,1,1,0,,,,,,,0,0,0,0,0,0,0,0,0,0,1,2,3,3,5,4,3,3,4,1,1,2,0,0,0,1,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PA4273,24 kDa,ref|NP_252963.1|gi|15599469| 50S ribosomal protein L1,50S ribosomal protein L1,,,,0,0,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,0,16,12,14,8,4,2,1,0,0,0,0,0,0,1,0,1,1,1,2,2,0,3,3,3,,,,,,,2,3,13,16,11,5,5,3,3,3,4,0,5,0,4,5,4,5,0,3,3,4,5,5,5,6,,,,,,,0,1,11,12,2,0,0,0,0,0,0,0,1,2,1,1,3,3,2,2,3,3,4,4,3,1,,,,,,,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PA2385,84 kDa,ref|NP_251075.1|gi|15597581| 3-oxo-C12-homoserine lactone acylase PvdQ,3-oxo-C12-homoserine lactone acylase PvdQ,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,6,20,18,26,18,16,12,7,5,3,3,3,0,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,7,6,3,0,2,0,0,0,0,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PA0085,17 kDa,ref|NP_248775.1|gi|15595283| Hcp1,Hcp1,,,,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,5,6,12,15,16,13,9,7,10,5,,,,,,,5,2,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2,1,0,0,0,0,0,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PA4031,19 kDa,ref|NP_252720.1|gi|15599226| inorganic pyrophosphatase,inorganic pyrophosphatase,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,0,0,0,0,0,6,8,2,2,2,0,1,0,3,1,1,1,0,0,0,0,0,0,0,0,,,,,,,0,0,0,0,0,2,44,43,25,15,17,14,11,9,7,10,9,7,7,5,3,3,2,3,1,2,,,,,,,0,0,0,0,0,0,14,23,10,5,5,5,5,2,2,2,3,2,2,2,2,1,1,1,1,1,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PA3731,25 kDa,ref|NP_252420.1|gi|15598926| conserved hypothetical protein,conserved hypothetical protein,,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,0,1,3,1,0,0,0,0,4,3,0,0,0,4,11,10,10,8,6,4,6,0,3,1,2,,,,,,,0,0,1,0,0,0,0,0,0,1,2,0,2,0,5,10,12,11,2,6,5,5,3,4,3,3,,,,,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,0,7,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PA1338,60 kDa,ref|NP_250029.1|gi|15596535| gamma-glutamyltranspeptidase precursor,gamma-glutamyltranspeptidase precursor,,,,0,0,0,0,0,0,0,0,19,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,0,0,0,0,0,0,3,63,50,22,9,5,5,5,5,3,4,3,3,2,1,1,0,1,1,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PA1546,52 kDa,ref|NP_250237.1|gi|15596743| oxygen-independent coproporphyrinogen III oxidase,oxygen-independent coproporphyrinogen III oxidase,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,0,1,0,0,0,0,1,7,21,33,34,24,19,19,22,23,14,11,9,8,7,6,5,4,2,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PA2634,59 kDa,ref|NP_251324.1|gi|15597830| isocitrate lyase AceA,isocitrate lyase AceA,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,0,0,0,3,4,5,4,4,3,4,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,,,,,,,0,0,0,0,53,40,22,18,13,10,11,10,8,6,5,6,6,5,5,6,6,5,4,4,3,2,,,,,,,0,0,0,1,4,5,4,3,3,2,4,3,3,2,1,1,1,0,0,0,0,0,0,0,0,0,,,,,,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PA5243,37 kDa,ref|NP_253930.1|gi|15600436| delta-aminolevulinic acid dehydratase,delta-aminolevulinic acid dehydratase,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,0,0,26,73,39,19,13,7,8,5,3,3,3,3,3,3,3,3,2,2,0,0,0,0,0,,,,,,,0,0,0,8,31,22,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PA4855,45 kDa,ref|NP_253542.1|gi|15600048| phosphoribosylamine--glycine ligase,phosphoribosylamine--glycine ligase,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,0,0,0,0,0,17,45,33,19,10,7,7,7,9,5,7,6,3,5,7,4,3,3,3,2,,,,,,,0,0,0,0,0,0,0,32,22,11,6,4,3,2,2,2,2,2,1,2,1,2,0,0,0,0,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PA3001,50 kDa,ref|NP_251691.1|gi|15598197| probable glyceraldehyde-3-phosphate dehydrogenase,probable glyceraldehyde-3-phosphate dehydrogenase,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,0,6,3,5,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,0,6,7,11,16,9,2,2,4,5,3,6,6,7,8,3,3,2,2,2,1,1,1,1,1,,,,,,,0,1,4,2,7,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,0,1,2,26,32,6,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PA2991,51 kDa,ref|NP_251681.1|gi|15598187| soluble pyridine nucleotide transhydrogenase,soluble pyridine nucleotide transhydrogenase,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,0,0,4,16,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,0,19,85,63,40,22,12,7,5,6,3,2,3,2,2,1,1,1,1,0,0,0,0,0,0,,,,,,,0,0,0,0,3,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PA0871,13 kDa,ref|NP_249562.1|gi|15596068| pterin-4-alpha-carbinolamine dehydratase,pterin-4-alpha-carbinolamine dehydratase,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,0,0,0,0,0,0,0,16,16,11,7,6,7,3,4,4,3,1,1,0,2,0,0,0,3,,,,,,,0,0,0,0,0,0,0,2,14,17,16,3,12,3,10,6,4,6,0,3,4,4,2,5,3,1,,,,,,,0,0,0,0,0,0,0,0,1,4,5,2,2,2,1,2,0,2,0,0,0,0,0,0,0,0,,,,,,,0,0,0,0,0,0,0,0,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PA3742,13 kDa,ref|NP_252431.1|gi|15598937| 50S ribosomal protein L19,50S ribosomal protein L19,,,,0,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,0,5,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,0,3,4,3,2,2,0,0,0,0,0,2,0,2,3,3,3,0,3,3,2,2,1,1,3,,,,,,,0,0,9,10,7,4,1,3,2,4,5,4,6,7,7,7,7,5,7,6,7,7,6,7,7,6,,,,,,,0,0,2,1,0,0,0,0,0,0,0,1,2,2,2,2,1,1,1,1,1,1,1,1,1,0,,,,,,,0,1,4,3,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PA4854,58 kDa,ref|NP_253541.1|gi|15600047| phosphoribosylaminoimidazolecarboxamide formyltransferase,phosphoribosylaminoimidazolecarboxamide formyltransferase,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,0,0,0,0,29,47,11,3,5,3,27,5,23,7,12,10,12,10,9,6,5,2,1,3,2,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PA0904,44 kDa,ref|NP_249595.1|gi|15596101| aspartate kinase alpha and beta chain,aspartate kinase alpha and beta chain,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,0,0,0,0,0,0,0,3,7,4,2,2,1,2,0,0,1,0,0,0,0,0,0,0,0,,,,,,,0,0,0,0,0,0,0,0,1,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,0,0,0,0,0,6,26,14,11,14,8,10,6,5,1,1,2,2,2,1,1,1,0,0,1,,,,,,,1,0,0,0,0,0,7,11,5,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PA4433,16 kDa,ref|NP_253123.1|gi|15599629| 50S ribosomal protein L13,50S ribosomal protein L13,,,,0,0,6,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,1,1,13,6,7,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,0,25,23,23,9,4,2,2,1,3,4,3,3,4,3,4,3,0,3,4,2,0,0,0,0,,,,,,,0,2,6,4,1,0,0,0,0,0,0,0,1,1,1,0,0,1,1,0,0,0,1,0,0,0,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
